"Subject" "Activity" "Feature" "Mean"
9 "SITTING" "fBodyAcc-std()-Y" -0.586766083232639
9 "SITTING" "fBodyAcc-std()-Z" -0.501074006965903
9 "SITTING" "fBodyAcc-meanFreq()-X" -0.291349229752569
9 "SITTING" "fBodyAcc-meanFreq()-Y" -0.0879003298041667
9 "SITTING" "fBodyAcc-meanFreq()-Z" -0.0304334227664236
9 "SITTING" "fBodyAccJerk-mean()-X" -0.621377141312847
9 "SITTING" "fBodyAccJerk-mean()-Y" -0.699766614569444
9 "SITTING" "fBodyAccJerk-mean()-Z" -0.702931927996528
9 "SITTING" "fBodyAccJerk-std()-X" -0.572819893733993
9 "SITTING" "fBodyAccJerk-std()-Y" -0.679065855003472
9 "SITTING" "fBodyAccJerk-std()-Z" -0.739139922708333
9 "SITTING" "fBodyAccJerk-meanFreq()-X" -0.219176266215278
9 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.296107744084757
9 "SITTING" "fBodyAccJerk-meanFreq()-Z" -0.290292303180208
9 "SITTING" "fBodyGyro-mean()-X" -0.639863219559028
9 "SITTING" "fBodyGyro-mean()-Y" -0.683924287600694
9 "SITTING" "fBodyGyro-mean()-Z" -0.612680463163889
9 "SITTING" "fBodyGyro-std()-X" -0.690689895534722
9 "SITTING" "fBodyGyro-std()-Y" -0.667203220760417
9 "SITTING" "fBodyGyro-std()-Z" -0.619468634127778
9 "SITTING" "fBodyGyro-meanFreq()-X" -0.205909254584222
9 "SITTING" "fBodyGyro-meanFreq()-Y" -0.240880440259861
9 "SITTING" "fBodyGyro-meanFreq()-Z" -0.196153280691528
9 "SITTING" "fBodyAccMag-mean()" -0.553186448295139
9 "SITTING" "fBodyAccMag-std()" -0.624456827182986
9 "SITTING" "fBodyAccMag-meanFreq()" -0.00358269125034722
9 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.609193721940625
9 "SITTING" "fBodyBodyAccJerkMag-std()" -0.611619343190972
9 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.0983598303289236
9 "SITTING" "fBodyBodyGyroMag-mean()" -0.700863097986111
9 "SITTING" "fBodyBodyGyroMag-std()" -0.697729432621528
9 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.108828634535764
9 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.786473954201389
9 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.801296292638889
9 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0927763736788194
10 "LAYING" "tBodyAcc-mean()-X" 0.276167166146067
10 "LAYING" "tBodyAcc-mean()-Y" -0.0163597620096067
10 "LAYING" "tBodyAcc-mean()-Z" -0.110895968975281
10 "LAYING" "tBodyAcc-std()-X" -0.444542179505618
10 "LAYING" "tBodyAcc-std()-Y" -0.4473986497
10 "LAYING" "tBodyAcc-std()-Z" -0.523383240782584
10 "LAYING" "tGravityAcc-mean()-X" 0.717480574157303
10 "LAYING" "tGravityAcc-mean()-Y" -0.208521017696629
10 "LAYING" "tGravityAcc-mean()-Z" 0.117694723004365
10 "LAYING" "tGravityAcc-std()-X" -0.965245184269663
10 "LAYING" "tGravityAcc-std()-Y" -0.954582628651685
10 "LAYING" "tGravityAcc-std()-Z" -0.93000172247191
10 "LAYING" "tBodyAccJerk-mean()-X" 0.0770443967792135
10 "LAYING" "tBodyAccJerk-mean()-Y" 0.0179123332078652
10 "LAYING" "tBodyAccJerk-mean()-Z" -0.0184247667073034
10 "LAYING" "tBodyAccJerk-std()-X" -0.440752750779775
10 "LAYING" "tBodyAccJerk-std()-Y" -0.509261127107865
10 "LAYING" "tBodyAccJerk-std()-Z" -0.72030001661236
10 "LAYING" "tBodyGyro-mean()-X" -0.00620393485370787
10 "LAYING" "tBodyGyro-mean()-Y" -0.0945160408007472
10 "LAYING" "tBodyGyro-mean()-Z" 0.0870794129407303
10 "LAYING" "tBodyGyro-std()-X" -0.621444276745506
10 "LAYING" "tBodyGyro-std()-Y" -0.486751758186517
10 "LAYING" "tBodyGyro-std()-Z" -0.555094483744944
10 "LAYING" "tBodyGyroJerk-mean()-X" -0.112186524665169
10 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0399910798199438
10 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0545410082941573
10 "LAYING" "tBodyGyroJerk-std()-X" -0.665836066179775
10 "LAYING" "tBodyGyroJerk-std()-Y" -0.739123314101124
10 "LAYING" "tBodyGyroJerk-std()-Z" -0.653709248078652
10 "LAYING" "tBodyAccMag-mean()" -0.410425640545281
10 "LAYING" "tBodyAccMag-std()" -0.473099669633011
10 "LAYING" "tGravityAccMag-mean()" -0.410425640545281
10 "LAYING" "tGravityAccMag-std()" -0.473099669633011
10 "LAYING" "tBodyAccJerkMag-mean()" -0.516760666466067
10 "LAYING" "tBodyAccJerkMag-std()" -0.463717186575281
10 "LAYING" "tBodyGyroMag-mean()" -0.42720737666236
10 "LAYING" "tBodyGyroMag-std()" -0.548490222929888
10 "LAYING" "tBodyGyroJerkMag-mean()" -0.699690401348315
10 "LAYING" "tBodyGyroJerkMag-std()" -0.746221347921348
10 "LAYING" "fBodyAcc-mean()-X" -0.441869880651685
10 "LAYING" "fBodyAcc-mean()-Y" -0.448857772465169
10 "LAYING" "fBodyAcc-mean()-Z" -0.589623420932584
10 "LAYING" "fBodyAcc-std()-X" -0.446808171553933
10 "LAYING" "fBodyAcc-std()-Y" -0.482279508206854
10 "LAYING" "fBodyAcc-std()-Z" -0.528545276850562
10 "LAYING" "fBodyAcc-meanFreq()-X" -0.201504434036236
10 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0794805898853933
10 "LAYING" "fBodyAcc-meanFreq()-Z" 0.056923398286868
10 "LAYING" "fBodyAccJerk-mean()-X" -0.462110222928652
10 "LAYING" "fBodyAccJerk-mean()-Y" -0.524868255294213
10 "LAYING" "fBodyAccJerk-mean()-Z" -0.686201008393258
10 "LAYING" "fBodyAccJerk-std()-X" -0.469224463235618
10 "LAYING" "fBodyAccJerk-std()-Y" -0.526685879334831
10 "LAYING" "fBodyAccJerk-std()-Z" -0.754217862808989
10 "LAYING" "fBodyAccJerk-meanFreq()-X" -0.0879704524345506
10 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.205109810996067
10 "LAYING" "fBodyAccJerk-meanFreq()-Z" -0.0631314474808989
10 "LAYING" "fBodyGyro-mean()-X" -0.56312955943764
10 "LAYING" "fBodyGyro-mean()-Y" -0.574857051303371
10 "LAYING" "fBodyGyro-mean()-Z" -0.520866476615168
10 "LAYING" "fBodyGyro-std()-X" -0.642164957224719
10 "LAYING" "fBodyGyro-std()-Y" -0.446583339129213
10 "LAYING" "fBodyGyro-std()-Z" -0.60819779434382
10 "LAYING" "fBodyGyro-meanFreq()-X" -0.0972930004862921
10 "LAYING" "fBodyGyro-meanFreq()-Y" -0.187271267085955
10 "LAYING" "fBodyGyro-meanFreq()-Z" -0.108677049433146
10 "LAYING" "fBodyAccMag-mean()" -0.444359893858427
10 "LAYING" "fBodyAccMag-std()" -0.572794439629775
10 "LAYING" "fBodyAccMag-meanFreq()" 0.13279001137191
10 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.44003215355618
10 "LAYING" "fBodyBodyAccJerkMag-std()" -0.501173628857865
10 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.150685846665225
10 "LAYING" "fBodyBodyGyroMag-mean()" -0.602597051292135
10 "LAYING" "fBodyBodyGyroMag-std()" -0.592044956595506
10 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.027646128038764
10 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.741410645280899
10 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.77147124747191
10 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.150434594197191
10 "SITTING" "tBodyAcc-mean()-X" 0.277893928965517
10 "SITTING" "tBodyAcc-mean()-Y" -0.0201007309025862
10 "SITTING" "tBodyAcc-mean()-Z" -0.111923861939655
10 "SITTING" "tBodyAcc-std()-X" -0.680922061465517
10 "SITTING" "tBodyAcc-std()-Y" -0.574141127008621
10 "SITTING" "tBodyAcc-std()-Z" -0.75501902668319
10 "SITTING" "tGravityAcc-mean()-X" 0.528471918189655
10 "SITTING" "tGravityAcc-mean()-Y" 0.132357189137931
10 "SITTING" "tGravityAcc-mean()-Z" -0.0406851051310345
10 "SITTING" "tGravityAcc-std()-X" -0.966671951465517
10 "SITTING" "tGravityAcc-std()-Y" -0.954434219224138
10 "SITTING" "tGravityAcc-std()-Z" -0.952063648715517
10 "SITTING" "tBodyAccJerk-mean()-X" 0.084055953425
10 "SITTING" "tBodyAccJerk-mean()-Y" 0.00524496946775862
10 "SITTING" "tBodyAccJerk-mean()-Z" -0.000508330892672414
10 "SITTING" "tBodyAccJerk-std()-X" -0.665385132398276
10 "SITTING" "tBodyAccJerk-std()-Y" -0.587767977767155
10 "SITTING" "tBodyAccJerk-std()-Z" -0.797422411293103
10 "SITTING" "tBodyGyro-mean()-X" -0.03737410566
10 "SITTING" "tBodyGyro-mean()-Y" -0.0694863169865517
10 "SITTING" "tBodyGyro-mean()-Z" 0.09708324005
10 "SITTING" "tBodyGyro-std()-X" -0.754406551103448
10 "SITTING" "tBodyGyro-std()-Y" -0.751811505775862
10 "SITTING" "tBodyGyro-std()-Z" -0.66419850437931
10 "SITTING" "tBodyGyroJerk-mean()-X" -0.101958125818966
10 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0461522009655172
10 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0571036731258621
10 "SITTING" "tBodyGyroJerk-std()-X" -0.760644561551724
10 "SITTING" "tBodyGyroJerk-std()-Y" -0.813937354568966
10 "SITTING" "tBodyGyroJerk-std()-Z" -0.737577828853448
10 "SITTING" "tBodyAccMag-mean()" -0.643787041732759
10 "SITTING" "tBodyAccMag-std()" -0.656213871818966
10 "SITTING" "tGravityAccMag-mean()" -0.643787041732759
10 "SITTING" "tGravityAccMag-std()" -0.656213871818966
10 "SITTING" "tBodyAccJerkMag-mean()" -0.671367320412147
10 "SITTING" "tBodyAccJerkMag-std()" -0.63003829265431
10 "SITTING" "tBodyGyroMag-mean()" -0.667000938325
10 "SITTING" "tBodyGyroMag-std()" -0.740903456258621
10 "SITTING" "tBodyGyroJerkMag-mean()" -0.787828063189655
10 "SITTING" "tBodyGyroJerkMag-std()" -0.8035018775
10 "SITTING" "fBodyAcc-mean()-X" -0.671036756991379
10 "SITTING" "fBodyAcc-mean()-Y" -0.56492112005431
10 "SITTING" "fBodyAcc-mean()-Z" -0.755477063777586
10 "SITTING" "fBodyAcc-std()-X" -0.685967027327586
10 "SITTING" "fBodyAcc-std()-Y" -0.608637830568965
10 "SITTING" "fBodyAcc-std()-Z" -0.775217600974138
10 "SITTING" "fBodyAcc-meanFreq()-X" -0.0865565119224138
10 "SITTING" "fBodyAcc-meanFreq()-Y" 0.118340305994828
10 "SITTING" "fBodyAcc-meanFreq()-Z" 0.294565669792241
10 "SITTING" "fBodyAccJerk-mean()-X" -0.677877879552586
10 "SITTING" "fBodyAccJerk-mean()-Y" -0.601501631942241
10 "SITTING" "fBodyAccJerk-mean()-Z" -0.776146487347414
10 "SITTING" "fBodyAccJerk-std()-X" -0.6825747266575
10 "SITTING" "fBodyAccJerk-std()-Y" -0.601670696297414
10 "SITTING" "fBodyAccJerk-std()-Z" -0.817453989310345
10 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.0556565415396552
10 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0627501066896552
10 "SITTING" "fBodyAccJerk-meanFreq()-Z" 0.125357917406034
10 "SITTING" "fBodyGyro-mean()-X" -0.708227808862155
10 "SITTING" "fBodyGyro-mean()-Y" -0.76112517175
10 "SITTING" "fBodyGyro-mean()-Z" -0.638948497488793
10 "SITTING" "fBodyGyro-std()-X" -0.770129229456897
10 "SITTING" "fBodyGyro-std()-Y" -0.749100059568966
10 "SITTING" "fBodyGyro-std()-Z" -0.703874331267241
10 "SITTING" "fBodyGyro-meanFreq()-X" -0.0187800320543103
10 "SITTING" "fBodyGyro-meanFreq()-Y" 0.0639458440232759
10 "SITTING" "fBodyGyro-meanFreq()-Z" 0.0398504717206897
10 "SITTING" "fBodyAccMag-mean()" -0.632859902586207
10 "SITTING" "fBodyAccMag-std()" -0.725881434232759
10 "SITTING" "fBodyAccMag-meanFreq()" 0.235344201575
10 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.630393750482759
10 "SITTING" "fBodyBodyAccJerkMag-std()" -0.632596015431638
10 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.18208010764569
10 "SITTING" "fBodyBodyGyroMag-mean()" -0.751876822422414
10 "SITTING" "fBodyBodyGyroMag-std()" -0.779519774396552
10 "SITTING" "fBodyBodyGyroMag-meanFreq()" 0.0730532370162672
10 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.80824356112069
10 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.811194220344828
10 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.158407214024138
11 "SITTING" "tBodyAcc-mean()-X" 0.27658531139557
11 "SITTING" "tBodyAcc-mean()-Y" -0.0191272531933228
11 "SITTING" "tBodyAcc-mean()-Z" -0.108941761642405
11 "SITTING" "tBodyAcc-std()-X" -0.58947649779557
11 "SITTING" "tBodyAcc-std()-Y" -0.490379346996835
11 "SITTING" "tBodyAcc-std()-Z" -0.665324314227848
11 "SITTING" "tGravityAcc-mean()-X" 0.730526184936709
11 "SITTING" "tGravityAcc-mean()-Y" 0.0527387028613924
11 "SITTING" "tGravityAcc-mean()-Z" 0.140209861246835
11 "SITTING" "tGravityAcc-std()-X" -0.975394457689873
11 "SITTING" "tGravityAcc-std()-Y" -0.957138770727848
11 "SITTING" "tGravityAcc-std()-Z" -0.956812000411392
11 "SITTING" "tBodyAccJerk-mean()-X" 0.0830134540658228
11 "SITTING" "tBodyAccJerk-mean()-Y" 0.0078044254343038
11 "SITTING" "tBodyAccJerk-mean()-Z" -0.00657424975259494
11 "SITTING" "tBodyAccJerk-std()-X" -0.659323083055063
11 "SITTING" "tBodyAccJerk-std()-Y" -0.608784226719937
11 "SITTING" "tBodyAccJerk-std()-Z" -0.842511816044304
11 "SITTING" "tBodyGyro-mean()-X" -0.0547328440272468
11 "SITTING" "tBodyGyro-mean()-Y" -0.0582275770813291
11 "SITTING" "tBodyGyro-mean()-Z" 0.087284109682356
11 "SITTING" "tBodyGyro-std()-X" -0.739922126628797
11 "SITTING" "tBodyGyro-std()-Y" -0.703501766487342
11 "SITTING" "tBodyGyro-std()-Z" -0.725016008797468
11 "SITTING" "tBodyGyroJerk-mean()-X" -0.0805473309873418
11 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0493914065474684
11 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0480140167267405
11 "SITTING" "tBodyGyroJerk-std()-X" -0.781738140601266
11 "SITTING" "tBodyGyroJerk-std()-Y" -0.868377254082279
11 "SITTING" "tBodyGyroJerk-std()-Z" -0.795490882468354
11 "SITTING" "tBodyAccMag-mean()" -0.542825032813608
11 "SITTING" "tBodyAccMag-std()" -0.612882270912658
11 "SITTING" "tGravityAccMag-mean()" -0.542825032813608
11 "SITTING" "tGravityAccMag-std()" -0.612882270912658
11 "SITTING" "tBodyAccJerkMag-mean()" -0.679819504547468
11 "SITTING" "tBodyAccJerkMag-std()" -0.664241760370253
11 "SITTING" "tBodyGyroMag-mean()" -0.628367851066456
11 "SITTING" "tBodyGyroMag-std()" -0.696771378957911
11 "SITTING" "tBodyGyroJerkMag-mean()" -0.826829028481013
11 "SITTING" "tBodyGyroJerkMag-std()" -0.866905012626582
11 "SITTING" "fBodyAcc-mean()-X" -0.619524028324684
11 "SITTING" "fBodyAcc-mean()-Y" -0.531455265662532
11 "SITTING" "fBodyAcc-mean()-Z" -0.750026145791139
11 "SITTING" "fBodyAcc-std()-X" -0.579491754749367
11 "SITTING" "fBodyAcc-std()-Y" -0.502570240243354
11 "SITTING" "fBodyAcc-std()-Z" -0.652095671108544
11 "SITTING" "fBodyAcc-meanFreq()-X" -0.224360420717722
11 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0318551463759494
11 "SITTING" "fBodyAcc-meanFreq()-Z" 0.0502783009075316
11 "SITTING" "fBodyAccJerk-mean()-X" -0.676672987166456
11 "SITTING" "fBodyAccJerk-mean()-Y" -0.632374688606013
11 "SITTING" "fBodyAccJerk-mean()-Z" -0.825559590221519
11 "SITTING" "fBodyAccJerk-std()-X" -0.672195644346519
11 "SITTING" "fBodyAccJerk-std()-Y" -0.609444998247785
11 "SITTING" "fBodyAccJerk-std()-Z" -0.858259630601266
11 "SITTING" "fBodyAccJerk-meanFreq()-X" -0.0874254925382278
11 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.242572597206013
11 "SITTING" "fBodyAccJerk-meanFreq()-Z" -0.0992296316156962
11 "SITTING" "fBodyGyro-mean()-X" -0.709949332117089
11 "SITTING" "fBodyGyro-mean()-Y" -0.776852868955696
11 "SITTING" "fBodyGyro-mean()-Z" -0.708842979272152
11 "SITTING" "fBodyGyro-std()-X" -0.751758277167721
11 "SITTING" "fBodyGyro-std()-Y" -0.670892713066772
11 "SITTING" "fBodyGyro-std()-Z" -0.75596062835443
11 "SITTING" "fBodyGyro-meanFreq()-X" -0.111874925112848
11 "SITTING" "fBodyGyro-meanFreq()-Y" -0.181778028186076
11 "SITTING" "fBodyGyro-meanFreq()-Z" -0.0810951668035443
11 "SITTING" "fBodyAccMag-mean()" -0.611528074359177
11 "SITTING" "fBodyAccMag-std()" -0.674470159009494
11 "SITTING" "fBodyAccMag-meanFreq()" 0.12725035020425
11 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.656133473274684
11 "SITTING" "fBodyBodyAccJerkMag-std()" -0.676925075857595
11 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.158363551858133
11 "SITTING" "fBodyBodyGyroMag-mean()" -0.757585939588608
11 "SITTING" "fBodyBodyGyroMag-std()" -0.711267219682278
11 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.10978179348269
11 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.864827011392405
11 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.879254016740506
11 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.11789211326962
12 "LAYING" "tBodyAcc-mean()-X" 0.27360872421875
12 "LAYING" "tBodyAcc-mean()-Y" -0.018337204411489
12 "LAYING" "tBodyAcc-mean()-Z" -0.106649116775
12 "LAYING" "tBodyAcc-std()-X" -0.583962207065
12 "LAYING" "tBodyAcc-std()-Y" -0.522040023435
12 "LAYING" "tBodyAcc-std()-Z" -0.699293531365625
12 "LAYING" "tGravityAcc-mean()-X" 0.69922245131875
12 "LAYING" "tGravityAcc-mean()-Y" 0.029976775735
12 "LAYING" "tGravityAcc-mean()-Z" 0.0330295544910625
12 "LAYING" "tGravityAcc-std()-X" -0.96738343446875
12 "LAYING" "tGravityAcc-std()-Y" -0.9605729084375
12 "LAYING" "tGravityAcc-std()-Z" -0.9468085636875
12 "LAYING" "tBodyAccJerk-mean()-X" 0.070430311315625
12 "LAYING" "tBodyAccJerk-mean()-Y" 0.0053115377979375
12 "LAYING" "tBodyAccJerk-mean()-Z" 0.0003081123684
12 "LAYING" "tBodyAccJerk-std()-X" -0.582418267596875
12 "LAYING" "tBodyAccJerk-std()-Y" -0.571359817082031
12 "LAYING" "tBodyAccJerk-std()-Z" -0.79262193625
12 "LAYING" "tBodyGyro-mean()-X" -0.0628663472537188
12 "LAYING" "tBodyGyro-mean()-Y" -0.0592027333975
12 "LAYING" "tBodyGyro-mean()-Z" 0.0960742146838125
12 "LAYING" "tBodyGyro-std()-X" -0.727881704983125
12 "LAYING" "tBodyGyro-std()-Y" -0.73506282621875
12 "LAYING" "tBodyGyro-std()-Z" -0.671057678528125
12 "LAYING" "tBodyGyroJerk-mean()-X" -0.0731134377315625
12 "LAYING" "tBodyGyroJerk-mean()-Y" -0.043678823491875
12 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0574585039485312
12 "LAYING" "tBodyGyroJerk-std()-X" -0.709726149496875
12 "LAYING" "tBodyGyroJerk-std()-Y" -0.8112325993125
12 "LAYING" "tBodyGyroJerk-std()-Z" -0.749351860259375
12 "LAYING" "tBodyAccMag-mean()" -0.559586545675313
12 "LAYING" "tBodyAccMag-std()" -0.5743864944925
12 "LAYING" "tGravityAccMag-mean()" -0.559586545675313
12 "LAYING" "tGravityAccMag-std()" -0.5743864944925
12 "LAYING" "tBodyAccJerkMag-mean()" -0.6300504918575
12 "LAYING" "tBodyAccJerkMag-std()" -0.566365683597188
12 "LAYING" "tBodyGyroMag-mean()" -0.63166805889875
12 "LAYING" "tBodyGyroMag-std()" -0.68485805678325
12 "LAYING" "tBodyGyroJerkMag-mean()" -0.77729447821875
12 "LAYING" "tBodyGyroJerkMag-std()" -0.7863865328125
12 "LAYING" "fBodyAcc-mean()-X" -0.578920210879375
12 "LAYING" "fBodyAcc-mean()-Y" -0.523287078731563
12 "LAYING" "fBodyAcc-mean()-Z" -0.7266403145
12 "LAYING" "fBodyAcc-std()-X" -0.586922577889687
12 "LAYING" "fBodyAcc-std()-Y" -0.553076639139062
12 "LAYING" "fBodyAcc-std()-Z" -0.709983235125
12 "LAYING" "fBodyAcc-meanFreq()-X" -0.183738216351156
12 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0444598424159375
12 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0689109866546875
12 "LAYING" "fBodyAccJerk-mean()-X" -0.599109317756219
12 "LAYING" "fBodyAccJerk-mean()-Y" -0.591296422972219
12 "LAYING" "fBodyAccJerk-mean()-Z" -0.7754265825625
12 "LAYING" "fBodyAccJerk-std()-X" -0.602960063359688
12 "LAYING" "fBodyAccJerk-std()-Y" -0.579168053712969
12 "LAYING" "fBodyAccJerk-std()-Z" -0.80858300040625
12 "LAYING" "fBodyAccJerk-meanFreq()-X" -0.046619864264875
12 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.204694170128437
12 "LAYING" "fBodyAccJerk-meanFreq()-Z" -0.097564019993875
12 "LAYING" "fBodyGyro-mean()-X" -0.661246826087188
12 "LAYING" "fBodyGyro-mean()-Y" -0.74479814778125
12 "LAYING" "fBodyGyro-mean()-Z" -0.657369914584375
12 "LAYING" "fBodyGyro-std()-X" -0.750393858303125
12 "LAYING" "fBodyGyro-std()-Y" -0.7334567315
12 "LAYING" "fBodyGyro-std()-Z" -0.70823315425
12 "LAYING" "fBodyGyro-meanFreq()-X" -0.084349829508125
12 "LAYING" "fBodyGyro-meanFreq()-Y" -0.107309871566031
12 "LAYING" "fBodyGyro-meanFreq()-Z" -0.064849391596875
12 "LAYING" "fBodyAccMag-mean()" -0.55928367746625
12 "LAYING" "fBodyAccMag-std()" -0.65053328158
12 "LAYING" "fBodyAccMag-meanFreq()" 0.0755926577467031
12 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.564239194378438
12 "LAYING" "fBodyBodyAccJerkMag-std()" -0.571614888155312
12 "LAYING" "fBodyBodyAccJerkMag-meanFreq()" 0.126323612300937
12 "LAYING" "fBodyBodyGyroMag-mean()" -0.717311676745625
12 "LAYING" "fBodyBodyGyroMag-std()" -0.719438065809375
12 "LAYING" "fBodyBodyGyroMag-meanFreq()" -0.0455357170932187
12 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.78990285099375
12 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.7973614576875
12 "LAYING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0705873609285625
13 "LAYING" "tBodyAcc-mean()-X" 0.275331302564103
13 "LAYING" "tBodyAcc-mean()-Y" -0.0138142117769231
13 "LAYING" "tBodyAcc-mean()-Z" -0.102743770538462
13 "LAYING" "tBodyAcc-std()-X" -0.985624894358974
13 "LAYING" "tBodyAcc-std()-Y" -0.942586546666667
13 "LAYING" "tBodyAcc-std()-Z" -0.930449546410256
13 "LAYING" "tGravityAcc-mean()-X" 0.921964862307692
13 "LAYING" "tGravityAcc-mean()-Y" -0.109627963589744
13 "LAYING" "tGravityAcc-mean()-Z" -0.0550385769230769
13 "LAYING" "tGravityAcc-std()-X" -0.983806016410256
13 "LAYING" "tGravityAcc-std()-Y" -0.958703707692308
13 "LAYING" "tGravityAcc-std()-Z" -0.931495681282051
13 "LAYING" "tBodyAccJerk-mean()-X" 0.0753361867589744
13 "LAYING" "tBodyAccJerk-mean()-Y" 3.21396751282084e-06
13 "LAYING" "tBodyAccJerk-mean()-Z" -0.0207597312274615
13 "LAYING" "tBodyAccJerk-std()-X" -0.98320905
13 "LAYING" "tBodyAccJerk-std()-Y" -0.980900278974359
13 "LAYING" "tBodyAccJerk-std()-Z" -0.983156733589744
13 "LAYING" "tBodyGyro-mean()-X" -0.0249456255282051
13 "LAYING" "tBodyGyro-mean()-Y" -0.103120769384615
13 "LAYING" "tBodyGyro-mean()-Z" 0.107581098384615
13 "LAYING" "tBodyGyro-std()-X" -0.969929041025641
13 "LAYING" "tBodyGyro-std()-Y" -0.966961138974359
13 "LAYING" "tBodyGyro-std()-Z" -0.97720682974359
13 "LAYING" "tBodyGyroJerk-mean()-X" -0.0983042010512821
13 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0402657887512821
13 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0550643396076923
13 "LAYING" "tBodyGyroJerk-std()-X" -0.981567850769231
13 "LAYING" "tBodyGyroJerk-std()-Y" -0.976328599230769
13 "LAYING" "tBodyGyroJerk-std()-Z" -0.989009073846154
13 "LAYING" "tBodyAccMag-mean()" -0.957516079230769
13 "LAYING" "tBodyAccMag-std()" -0.942385326153846
13 "LAYING" "tGravityAccMag-mean()" -0.957516079230769
13 "LAYING" "tGravityAccMag-std()" -0.942385326153846
13 "LAYING" "tBodyAccJerkMag-mean()" -0.98520112948718
13 "LAYING" "tBodyAccJerkMag-std()" -0.978163795641026
13 "LAYING" "tBodyGyroMag-mean()" -0.955927413846154
13 "LAYING" "tBodyGyroMag-std()" -0.950583752820513
13 "LAYING" "tBodyGyroJerkMag-mean()" -0.983384277692308
13 "LAYING" "tBodyGyroJerkMag-std()" -0.97434648974359
13 "LAYING" "fBodyAcc-mean()-X" -0.984271615128205
13 "LAYING" "fBodyAcc-mean()-Y" -0.956789564358974
13 "LAYING" "fBodyAcc-mean()-Z" -0.950531688512821
13 "LAYING" "fBodyAcc-std()-X" -0.986415295897436
13 "LAYING" "fBodyAcc-std()-Y" -0.939186338282051
13 "LAYING" "fBodyAcc-std()-Z" -0.925227749230769
13 "LAYING" "fBodyAcc-meanFreq()-X" 0.0315053048230769
13 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0449405374051282
13 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0939470131076923
13 "LAYING" "fBodyAccJerk-mean()-X" -0.983927862051282
13 "LAYING" "fBodyAccJerk-mean()-Y" -0.980645807948718
13 "LAYING" "fBodyAccJerk-mean()-Z" -0.980337277948718
13 "LAYING" "fBodyAccJerk-std()-X" -0.984034336923077
13 "LAYING" "fBodyAccJerk-std()-Y" -0.982669254358974
13 "LAYING" "fBodyAccJerk-std()-Z" -0.984633643333333
13 "LAYING" "fBodyAccJerk-meanFreq()-X" 0.239985355750256
13 "LAYING" "fBodyAccJerk-meanFreq()-Y" -0.0077920488025641
13 "LAYING" "fBodyAccJerk-meanFreq()-Z" 0.0607242020897436
13 "LAYING" "fBodyGyro-mean()-X" -0.968652687692308
13 "LAYING" "fBodyGyro-mean()-Y" -0.966862591794872
13 "LAYING" "fBodyGyro-mean()-Z" -0.978006883846154
